Student_ID,Enrollment_Date,Region,City,Course_Name,Learning_Mode,Fees_Paid,Attendance_Percent,Course_Status,Placement_Status
6634,05-08-2020,West,Chennai,Python,Offline,108059.99,47,Completed,Not Eligible
6635,29-07-2020,South,Chennai,Cyber Security,Hybrid,185534.66,51,Ongoing,Not Placed
6636,22-12-2021,West,Pune,AI/ML,Offline,240910.86,76,Completed,Not Placed
6637,24-07-2023,West,Mumbai,Web Development,Online,155741.52,85,Dropped,Not Eligible
6638,20-03-2022,West,Mumbai,Data Science,Offline,166093.58,73,Ongoing,Not Placed
6639,19-02-2021,West,Bengaluru,AI/ML,Online,17413.93,87,Ongoing,Not Placed
6640,30-07-2023,East,Pune,Python,Online,26920.21,69,Ongoing,Placed
6641,24-07-2020,West,Delhi,Python,Hybrid,243869.6,75,Ongoing,Not Placed
6642,27-06-2023,East,Mumbai,AI/ML,Offline,247223.94,40,Ongoing,Placed
6643,08-06-2020,Central,Delhi,Data Science,Online,89894.06,95,Completed,Not Eligible
6644,16-07-2023,West,Chennai,AI/ML,Hybrid,73584.21,84,Ongoing,Not Placed
6645,13-03-2021,Central,Mumbai,Data Science,Hybrid,64025.21,93,Ongoing,Placed
6646,24-02-2022,West,Pune,Web Development,Hybrid,144786.02,70.10842186,Ongoing,Not Eligible
6647,24-08-2020,West,Chennai,Python,Offline,101419.23,88,Ongoing,Placed
6648,27-06-2023,North,Ahmedabad,Web Development,Offline,241963.59,88,Ongoing,Not Placed
6649,18-06-2021,Central,Bengaluru,Data Science,Online,110646.36,70,Dropped,Placed
6650,30-01-2021,Central,Chennai,AI/ML,Online,188166.52,62,Ongoing,Not Eligible
6651,04-08-2020,North,Bengaluru,Data Science,Online,168416.65,52,Ongoing,Placed
6652,10-07-2023,North,Ahmedabad,AI/ML,Offline,100850.24,60,Ongoing,Not Placed
6653,18-09-2022,Central,Delhi,Python,Online,220492.81,74,Ongoing,Not Placed
6654,25-07-2020,East,Kolkata,Cyber Security,Online,114504.66,97,Ongoing,Not Placed
6655,08-05-2022,East,Delhi,Data Science,Online,148599.75,49,Ongoing,Not Placed
6656,02-10-2020,West,Bengaluru,Cyber Security,Offline,78499.88,98,Dropped,Not Placed
6657,17-03-2022,South,Kolkata,Data Science,Offline,235325.11,48,Ongoing,Not Eligible
6658,31-05-2023,South,Bengaluru,AI/ML,Offline,242654.27,67,Completed,Not Placed
6659,17-03-2022,Central,Mumbai,Data Science,Online,243921.4,78,Completed,Not Placed
6660,08-11-2021,Central,Delhi,Web Development,Online,201004.85,47,Ongoing,Not Eligible
6661,26-12-2021,Central,Pune,Cyber Security,Offline,88741.5,96,Ongoing,Not Eligible
6662,17-07-2022,West,Mumbai,Python,Offline,101730.09,92,Ongoing,Placed
6663,05-12-2021,South,Ahmedabad,Cloud Computing,Online,116127.02,83,Ongoing,Not Eligible
6664,01-06-2021,East,Hyderabad,Web Development,Online,135951.68,75,Ongoing,Not Placed
6665,19-03-2022,Central,Kolkata,Cyber Security,Online,106240.65,47,Dropped,Placed
6666,17-05-2023,Central,Chennai,Data Science,Online,100564.81,71,Ongoing,Placed
6667,03-09-2023,North,Hyderabad,Web Development,Online,221516.18,59,Dropped,Not Eligible
6668,30-01-2023,West,Ahmedabad,Data Science,Offline,130390.8,78,Completed,Placed
6669,29-06-2021,West,Chennai,Python,Hybrid,16098.21,59,Completed,Placed
6670,18-06-2021,East,Mumbai,Data Science,Online,142299.21,93,Ongoing,Not Placed
6671,26-06-2022,South,Delhi,Cyber Security,Offline,215662.62,68,Ongoing,Placed
6672,13-08-2021,North,Hyderabad,AI/ML,Offline,235814.11,57,Completed,Placed
6673,15-04-2022,Central,Mumbai,Cloud Computing,Online,161437.53,87,Ongoing,Placed
6674,03-03-2023,West,Delhi,AI/ML,Online,119628.12,87,Completed,Placed
6675,22-04-2021,Central,Kolkata,Cyber Security,Online,34333.74,99,Ongoing,Placed
6676,10-08-2023,East,Delhi,Data Science,Online,210168.33,41,Completed,Not Placed
6677,02-07-2022,Central,Pune,Cyber Security,Online,244928.75,47,Dropped,Not Eligible
6678,02-12-2022,South,Hyderabad,Web Development,Offline,125492.68,85,Ongoing,Not Eligible
6679,19-12-2022,South,Hyderabad,Data Science,Online,65299.02,92,Ongoing,Not Eligible
6680,18-12-2021,South,Pune,Web Development,Online,136155.38,75,Completed,Placed
6681,11-01-2022,Central,Pune,Cloud Computing,Online,54466.78,65,Ongoing,Not Placed
6682,04-04-2022,East,Mumbai,AI/ML,Hybrid,103810.19,42,Completed,Not Eligible
6683,30-05-2022,West,Mumbai,Web Development,Online,169156.65,83,Ongoing,Not Eligible
6684,30-10-2020,Central,Mumbai,Web Development,Offline,28470.9,94,Dropped,Not Eligible
6685,08-03-2021,Central,Mumbai,Web Development,Online,173824.67,59,Dropped,Not Placed
6686,06-02-2023,South,Kolkata,Cyber Security,Online,203086.53,81,Ongoing,Placed
6687,24-10-2022,North,Ahmedabad,Cyber Security,Online,128211.92,86,Completed,Not Eligible
6688,20-04-2022,South,Chennai,AI/ML,Online,32163.59,44,Ongoing,Not Placed
6689,22-03-2022,South,Bengaluru,Data Science,Offline,165848.51,77,Completed,Not Placed
6690,02-11-2021,South,Chennai,Cyber Security,Online,150278.93,79,Ongoing,Placed
6691,13-02-2021,Central,Kolkata,Data Science,Hybrid,148202.03,70.10842186,Ongoing,Not Placed
6692,12-07-2023,West,Bengaluru,Web Development,Offline,186688.05,80,Dropped,Not Placed
6693,03-12-2021,Central,Pune,Web Development,Offline,246053.2,40,Ongoing,Not Placed
6694,11-10-2022,Central,Pune,AI/ML,Offline,172549.6,92,Completed,Not Placed
6695,25-11-2020,East,Kolkata,Data Science,Offline,232717.02,71,Ongoing,Not Placed
6696,15-08-2022,Central,Delhi,Cyber Security,Offline,232122.65,92,Ongoing,Placed
6697,29-08-2021,South,Pune,AI/ML,Online,49663.74,56,Completed,Placed
6698,08-02-2023,East,Delhi,Data Science,Offline,167050.04,77,Ongoing,Placed
6699,24-11-2021,South,Pune,Data Science,Hybrid,196957.98,49,Completed,Not Eligible
6700,26-03-2023,Central,Delhi,Python,Online,138244.74,64,Completed,Not Placed
6701,31-01-2022,Central,Delhi,Python,Online,206719.26,59,Ongoing,Not Placed
6702,28-07-2023,Central,Hyderabad,Data Science,Online,130424.01,42,Dropped,Not Placed
6703,24-10-2020,North,Hyderabad,Web Development,Online,190559.76,56,Ongoing,Not Placed
6704,07-07-2020,North,Delhi,Python,Online,90653.5,71,Ongoing,Not Placed
6705,22-08-2021,Central,Pune,Data Science,Online,15165.18,44,Completed,Not Placed
6706,02-03-2023,Central,Pune,Python,Online,217117.17,51,Completed,Placed
6707,19-11-2021,East,Bengaluru,AI/ML,Hybrid,126083.06,93,Completed,Placed
6708,06-04-2021,North,Pune,Data Science,Online,224539.92,85,Completed,Not Placed
6709,01-08-2022,North,Pune,Web Development,Online,5758.91,78,Ongoing,Not Placed
6710,01-01-2022,East,Chennai,Data Science,Offline,7168.17,69,Dropped,Not Placed
6711,27-08-2023,North,Chennai,Data Science,Online,248320.13,78,Dropped,Not Eligible
6712,26-12-2020,East,Bengaluru,Data Science,Offline,169510.69,98,Dropped,Not Placed
6713,13-05-2021,West,Kolkata,AI/ML,Hybrid,235909.39,40,Completed,Placed
6714,26-11-2021,West,Delhi,Python,Online,233942.4,100,Completed,Not Placed
6715,10-07-2020,West,Chennai,Cyber Security,Hybrid,46658.77,86,Dropped,Not Eligible
6716,19-05-2022,South,Kolkata,Python,Offline,92868.95,78,Dropped,Not Placed
6717,03-06-2022,Central,Ahmedabad,Web Development,Offline,204608.1,62,Completed,Placed
6718,15-11-2022,Central,Ahmedabad,Web Development,Offline,113887.45,53,Ongoing,Not Placed
6719,02-08-2022,East,Ahmedabad,Web Development,Offline,144270.27,84,Ongoing,Not Placed
6720,23-07-2020,West,Chennai,Data Science,Online,209513.92,77,Ongoing,Not Placed
6721,01-08-2022,West,Chennai,AI/ML,Offline,144894.92,42,Ongoing,Not Eligible
6722,12-03-2022,South,Hyderabad,Cloud Computing,Offline,247684.34,50,Ongoing,Placed
6723,15-09-2022,North,Mumbai,Cloud Computing,Online,73582.4,52,Ongoing,Not Placed
6724,02-07-2023,West,Mumbai,AI/ML,Offline,48343.08,88,Ongoing,Placed
6725,29-12-2020,South,Bengaluru,AI/ML,Offline,12176.75,50,Completed,Placed
6726,12-04-2022,West,Chennai,Cyber Security,Online,125478.08,98,Dropped,Not Placed
6727,17-06-2021,West,Mumbai,AI/ML,Hybrid,207472.37,75,Completed,Not Placed
6728,24-05-2023,West,Delhi,Python,Online,106265.32,41,Completed,Placed
6729,31-08-2022,North,Hyderabad,AI/ML,Offline,80889.18,52,Ongoing,Not Placed
6730,25-08-2022,North,Pune,AI/ML,Hybrid,196879.28,69,Dropped,Not Placed
6731,25-03-2021,North,Pune,Data Science,Offline,164871.9,58,Dropped,Not Placed
6732,19-03-2021,Central,Chennai,AI/ML,Hybrid,43808.53,90,Completed,Not Placed
6733,23-08-2023,East,Chennai,Web Development,Online,123890.88,78,Ongoing,Not Eligible
6734,09-10-2021,Central,Ahmedabad,Web Development,Online,69982.54,53,Ongoing,Not Placed
6735,14-10-2022,East,Hyderabad,AI/ML,Offline,205726.19,84,Completed,Not Placed
6736,14-06-2022,South,Delhi,AI/ML,Offline,141448.56,100,Ongoing,Not Placed
6737,11-09-2022,East,Hyderabad,Python,Offline,137123.88,62,Completed,Placed
6738,02-10-2022,West,Bengaluru,Python,Online,131371.76,52,Ongoing,Not Placed
6739,22-10-2022,North,Bengaluru,Web Development,Online,29632.04,43,Ongoing,Not Placed
6740,12-06-2023,Central,Chennai,Data Science,Offline,70397.99,68,Ongoing,Not Placed
6741,16-02-2023,West,Ahmedabad,Python,Online,194939.53,90,Completed,Placed
6742,04-03-2021,North,Pune,Cloud Computing,Hybrid,181428.57,97,Ongoing,Not Placed
6743,26-03-2021,East,Ahmedabad,Python,Online,65513.87,52,Ongoing,Not Eligible
6744,26-08-2022,North,Mumbai,AI/ML,Offline,122005.44,61,Ongoing,Not Placed
6745,29-01-2023,Central,Mumbai,Cyber Security,Offline,81026.1,84,Completed,Not Eligible
6746,07-07-2023,East,Kolkata,Web Development,Offline,23691.33,58,Completed,Not Placed
6747,10-07-2021,East,Bengaluru,Data Science,Offline,73992.28,57,Dropped,Placed
6748,02-03-2022,West,Ahmedabad,Python,Offline,229088.85,87,Ongoing,Not Placed
6749,29-10-2022,Central,Mumbai,Cyber Security,Offline,155173.03,69,Ongoing,Not Placed
6750,02-04-2021,East,Delhi,Cyber Security,Online,60440.56,90,Ongoing,Not Placed
6751,09-12-2022,North,Bengaluru,Data Science,Offline,28559.22,70,Completed,Not Placed
6752,01-12-2020,West,Mumbai,Web Development,Online,59989.97,92,Ongoing,Not Eligible
6753,09-12-2022,West,Kolkata,AI/ML,Online,210363.92,99,Dropped,Not Placed
6754,04-05-2023,East,Mumbai,Web Development,Online,21250.2,77,Dropped,Placed
6755,25-11-2020,West,Ahmedabad,Cloud Computing,Hybrid,97307.12,60,Completed,Not Eligible
6756,24-03-2023,South,Chennai,AI/ML,Hybrid,66402.69,46,Completed,Not Eligible
6757,09-11-2022,South,Kolkata,Python,Hybrid,228549.41,51,Ongoing,Not Eligible
6758,28-12-2022,Central,Delhi,Data Science,Online,5037.71,40,Ongoing,Not Placed
6759,08-11-2021,East,Mumbai,Cyber Security,Hybrid,232515.28,55,Completed,Placed
6760,21-10-2022,Central,Delhi,Web Development,Online,78315.24,53,Dropped,Not Eligible
6761,28-12-2020,East,Kolkata,AI/ML,Offline,234440.18,95,Completed,Not Placed
6762,09-12-2020,Central,Kolkata,Cyber Security,Hybrid,249858.92,82,Ongoing,Not Eligible
6763,10-06-2020,East,Bengaluru,AI/ML,Hybrid,78845.4,62,Completed,Not Placed
6764,27-07-2020,South,Mumbai,AI/ML,Online,148930.36,72,Ongoing,Not Placed
6765,11-04-2022,East,Kolkata,Cyber Security,Online,16406.41,82,Ongoing,Not Placed
6766,19-08-2021,South,Delhi,Data Science,Online,249171.11,70.10842186,Ongoing,Not Placed
6767,31-10-2021,South,Hyderabad,Web Development,Online,106756.43,66,Ongoing,Placed
6768,24-03-2021,East,Pune,AI/ML,Hybrid,201825.36,43,Completed,Not Placed
6769,26-09-2022,East,Pune,Python,Online,195113.71,85,Ongoing,Not Placed
6770,25-02-2023,East,Chennai,Data Science,Online,232179.64,54,Completed,Not Eligible
6771,24-01-2022,West,Pune,Python,Online,31172.02,44,Ongoing,Not Eligible
6772,17-10-2022,North,Pune,Web Development,Offline,38551.16,85,Dropped,Not Placed
6773,31-08-2020,North,Bengaluru,Data Science,Offline,28462.45,88,Ongoing,Not Eligible
6774,27-03-2021,East,Delhi,Cyber Security,Online,26142.62,45,Ongoing,Not Placed
6775,01-06-2023,Central,Bengaluru,Cyber Security,Online,111201.22,81,Completed,Not Placed
6776,17-09-2020,West,Ahmedabad,Cloud Computing,Offline,74908.64,53,Ongoing,Not Placed
6777,09-05-2021,North,Mumbai,Web Development,Online,10364.73,60,Ongoing,Placed
6778,23-04-2023,North,Kolkata,Data Science,Offline,31109.51,93,Ongoing,Not Eligible
6779,22-02-2021,West,Kolkata,Web Development,Hybrid,222291.31,91,Completed,Not Eligible
6780,04-05-2022,North,Hyderabad,AI/ML,Online,37260.54,87,Dropped,Not Eligible
6781,13-04-2023,South,Bengaluru,Web Development,Online,84654.78,61,Ongoing,Placed
6782,19-11-2022,South,Kolkata,Web Development,Offline,47987.47,97,Completed,Placed
6783,07-11-2020,West,Delhi,Data Science,Online,243557.73,60,Ongoing,Placed
6784,09-05-2021,Central,Delhi,Data Science,Hybrid,52131.84,71,Completed,Placed
6785,27-06-2021,East,Pune,Python,Hybrid,26236.67,40,Completed,Not Placed
6786,09-02-2021,Central,Chennai,Python,Online,180257.83,83,Ongoing,Placed
6787,12-10-2020,South,Bengaluru,Cloud Computing,Offline,217545.95,43,Completed,Not Placed
6788,04-12-2021,East,Mumbai,Python,Hybrid,162860.48,61,Ongoing,Not Placed
6789,27-08-2020,East,Ahmedabad,Cyber Security,Online,80658.82,98,Ongoing,Not Eligible
6790,05-04-2023,West,Chennai,Web Development,Offline,202656.58,40,Completed,Not Eligible
6791,20-06-2020,East,Kolkata,Data Science,Online,55015.69,55,Ongoing,Placed
6792,15-04-2022,Central,Pune,Web Development,Online,84504.36,88,Ongoing,Not Placed
6793,01-04-2021,West,Hyderabad,Python,Online,152912.68,44,Ongoing,Not Placed
6794,25-07-2023,East,Ahmedabad,Python,Online,38131.32,40,Ongoing,Placed
6795,12-10-2021,Central,Delhi,Cyber Security,Offline,161279.83,46,Dropped,Placed
6796,13-03-2021,North,Hyderabad,Python,Online,51647.15,80,Ongoing,Not Placed
6797,26-01-2021,West,Chennai,AI/ML,Online,34681.65,87,Ongoing,Not Eligible
6798,12-11-2022,North,Ahmedabad,AI/ML,Offline,14969.81,57,Ongoing,Not Placed
6799,12-02-2022,West,Chennai,Cyber Security,Offline,231569.08,75,Completed,Not Eligible
6800,12-12-2021,Central,Hyderabad,AI/ML,Hybrid,98727.08,72,Completed,Placed
6801,03-07-2020,West,Delhi,Web Development,Online,79789.93,61,Ongoing,Not Placed
6802,29-09-2021,Central,Bengaluru,Cloud Computing,Online,229722.06,93,Ongoing,Placed
6803,22-03-2021,East,Mumbai,Data Science,Online,204475.85,63,Completed,Placed
6804,01-04-2021,West,Mumbai,Web Development,Online,168236.3,64,Ongoing,Not Eligible
6805,16-01-2023,South,Bengaluru,Data Science,Online,105721.25,73,Completed,Not Eligible
6806,15-06-2022,West,Hyderabad,Python,Online,63803.39,55,Completed,Placed
6807,23-01-2022,Central,Hyderabad,Web Development,Offline,32905.25,67,Completed,Not Placed
6808,06-01-2021,Central,Ahmedabad,AI/ML,Offline,171865.26,45,Ongoing,Not Placed
6809,05-09-2023,South,Hyderabad,AI/ML,Online,162504.08,82,Completed,Not Placed
6810,10-08-2021,North,Ahmedabad,Web Development,Online,30307.2,46,Ongoing,Not Placed
6811,27-07-2020,West,Mumbai,Web Development,Online,140998.2,46,Dropped,Not Eligible
6812,06-12-2021,West,Kolkata,AI/ML,Offline,123470.49,45,Dropped,Placed
6813,31-08-2022,West,Chennai,Data Science,Online,215918.61,87,Completed,Placed
6814,01-12-2021,East,Ahmedabad,AI/ML,Hybrid,111493.77,73,Dropped,Not Eligible
6815,16-10-2021,Central,Chennai,Python,Online,169473.77,54,Dropped,Not Placed
6816,11-12-2020,South,Hyderabad,AI/ML,Hybrid,132787.94,71,Ongoing,Not Placed
6817,08-12-2020,Central,Hyderabad,AI/ML,Offline,198116.72,86,Ongoing,Not Eligible
6818,28-07-2023,West,Chennai,AI/ML,Online,48174.05,70.10842186,Completed,Not Eligible
6819,23-04-2023,West,Pune,Cyber Security,Online,91308.05,97,Ongoing,Placed
6820,24-10-2022,West,Hyderabad,AI/ML,Online,68288.09,56,Dropped,Not Eligible
6821,27-12-2021,East,Mumbai,Cyber Security,Online,123224.8,76,Ongoing,Placed
6822,12-05-2023,North,Ahmedabad,AI/ML,Online,168547.25,94,Completed,Not Placed
6823,11-03-2022,North,Kolkata,AI/ML,Online,25033.63,95,Ongoing,Not Eligible
6824,21-08-2020,North,Bengaluru,Data Science,Offline,242039.65,69,Completed,Placed
6825,11-02-2022,Central,Hyderabad,Python,Hybrid,227586.14,76,Completed,Not Eligible
6826,28-11-2022,North,Ahmedabad,Cyber Security,Hybrid,35985.05,57,Dropped,Placed
6827,10-07-2021,West,Delhi,Web Development,Online,91378.77,70.10842186,Completed,Not Placed
6828,28-05-2021,East,Delhi,Data Science,Online,173207.02,68,Completed,Not Placed
6829,21-01-2023,North,Delhi,Cyber Security,Online,144599.48,79,Dropped,Placed
6830,20-10-2020,North,Bengaluru,Python,Online,88513.56,70,Completed,Not Placed
6831,07-01-2023,Central,Ahmedabad,Data Science,Online,246461.98,97,Completed,Placed
6832,08-11-2022,North,Bengaluru,AI/ML,Offline,152719.65,49,Ongoing,Not Eligible
6833,12-10-2020,South,Mumbai,Web Development,Offline,15224.3,69,Completed,Not Eligible
6834,28-01-2021,East,Bengaluru,Cyber Security,Offline,215123.84,51,Completed,Not Placed
6835,31-05-2021,West,Pune,Python,Online,108113.67,47,Dropped,Not Eligible
6836,31-07-2020,South,Hyderabad,Cyber Security,Hybrid,152149.83,53,Ongoing,Placed
6837,27-08-2023,South,Hyderabad,Data Science,Online,102462.7,95,Completed,Not Eligible
6838,02-02-2021,East,Bengaluru,Web Development,Online,208439.71,67,Ongoing,Not Eligible
6839,28-12-2021,East,Mumbai,Web Development,Online,180172.84,43,Completed,Placed
6840,27-11-2020,South,Delhi,Python,Online,87113.27,41,Completed,Placed
6841,28-09-2021,West,Kolkata,Data Science,Online,34376.62,60,Ongoing,Not Placed
6842,02-07-2022,South,Ahmedabad,Python,Online,167221.26,100,Completed,Not Eligible
6843,14-03-2022,South,Delhi,Cyber Security,Offline,99519.52,59,Completed,Not Placed
6844,14-03-2022,West,Mumbai,Data Science,Hybrid,209936.65,82,Ongoing,Placed
6845,04-05-2022,South,Ahmedabad,AI/ML,Offline,181718.61,76,Dropped,Placed
6846,15-09-2021,South,Pune,Web Development,Offline,195824,78,Dropped,Not Eligible
6847,24-10-2020,North,Hyderabad,Web Development,Online,91652.01,55,Completed,Not Placed
6848,24-03-2022,North,Chennai,Cyber Security,Hybrid,130677.29,70.10842186,Ongoing,Not Placed
6849,27-07-2022,West,Delhi,Cyber Security,Hybrid,78656.17,51,Ongoing,Not Eligible
6850,12-06-2021,West,Hyderabad,Data Science,Hybrid,176473.88,70,Completed,Not Placed
6851,29-03-2023,West,Bengaluru,Data Science,Offline,240834.17,96,Completed,Not Placed
6852,28-05-2021,South,Chennai,Data Science,Online,160158.99,64,Dropped,Not Eligible
6853,09-05-2022,North,Bengaluru,Python,Offline,238067.83,45,Completed,Not Placed
6854,31-10-2022,Central,Hyderabad,Data Science,Online,84244.25,84,Ongoing,Not Placed
6855,19-04-2021,South,Pune,Data Science,Online,210263.5,80,Completed,Placed
6856,05-08-2023,East,Mumbai,Data Science,Online,6818.99,42,Ongoing,Placed
6857,22-01-2022,South,Mumbai,Cyber Security,Online,134475.85,58,Ongoing,Placed
6858,16-10-2021,East,Delhi,AI/ML,Hybrid,137624.04,81,Ongoing,Placed
6859,20-09-2020,North,Kolkata,Web Development,Offline,242646.71,68,Ongoing,Not Placed
6860,16-05-2021,North,Ahmedabad,Web Development,Online,17883.72,52,Ongoing,Placed
6861,07-09-2023,West,Kolkata,AI/ML,Online,239377.96,76,Completed,Not Placed
6862,22-05-2021,East,Pune,Web Development,Hybrid,86887.02,58,Ongoing,Not Placed
6863,23-03-2022,North,Bengaluru,Python,Online,108108.31,98,Completed,Not Placed
6864,14-06-2023,North,Bengaluru,Data Science,Offline,217769.96,92,Completed,Placed
6865,31-08-2021,East,Chennai,Cyber Security,Online,7807.97,67,Dropped,Not Eligible
6866,12-09-2022,Central,Chennai,AI/ML,Offline,107098.15,97,Completed,Placed
6867,23-01-2022,North,Mumbai,Python,Offline,166173.39,82,Ongoing,Not Placed
6868,22-06-2020,West,Hyderabad,AI/ML,Hybrid,134313.42,47,Dropped,Placed
6869,19-10-2022,East,Kolkata,AI/ML,Offline,150163.14,93,Ongoing,Not Placed
6870,12-11-2020,South,Bengaluru,Web Development,Hybrid,122572.07,99,Completed,Not Eligible
6871,30-09-2022,North,Ahmedabad,Data Science,Hybrid,83595.15,57,Ongoing,Not Placed
6872,09-09-2020,North,Kolkata,Cyber Security,Online,6042.54,41,Ongoing,Not Placed
6873,04-12-2020,Central,Chennai,Cloud Computing,Online,190510.59,45,Ongoing,Not Eligible
6874,01-04-2022,South,Bengaluru,AI/ML,Offline,156899.26,81,Ongoing,Not Placed
6875,12-02-2021,West,Pune,Data Science,Hybrid,58117.43,72,Ongoing,Placed
6876,09-07-2020,South,Bengaluru,Data Science,Offline,217224.88,67,Dropped,Placed
6877,27-08-2022,West,Mumbai,Data Science,Online,237925.45,64,Completed,Not Placed
6878,10-08-2020,South,Chennai,Web Development,Online,30613.08,72,Ongoing,Placed
6879,15-12-2020,South,Chennai,Data Science,Online,195909.73,41,Ongoing,Placed
6880,05-12-2022,South,Kolkata,AI/ML,Hybrid,200954.99,59,Completed,Not Placed
6881,03-02-2022,North,Chennai,Python,Online,29380.88,84,Completed,Not Placed
